#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
114,-127.37083435058594,482.37542505788554,0.020780882334166598
115,-131.53402709960938,512.6738640621926,0.020780882334166598
116,-139.99606323242188,549.3208423882631,0.020780882334166598
117,-148.33416748046875,588.2280866873748,0.020780882334166598
118,-153.75445556640625,621.7574678720167,0.020780882334166598
119,-156.18017578125,645.4379097797142,0.020780882334166598
120,-159.1361541748047,660.2335240473723,0.020780882334166598
121,-163.02847290039062,675.9560614083227,0.020780882334166598
122,-167.062744140625,697.6459719878304,0.020780882334166598
123,-169.32809448242188,717.4428299217416,0.020780882334166598
124,-169.90347290039062,722.1231086921155,0.020780882334166598
125,-169.14358520507812,712.1165461973827,0.020780882334166598
126,-168.20437622070312,718.1672315186769,0.020780882334166598
127,-167.3784637451172,701.0854381636127,0.020780882334166598
128,-166.73101806640625,694.7957737275377,0.020780882334166598
129,-164.78948974609375,692.088486890205,0.020780882334166598
130,-160.82952880859375,655.7665347690526,0.020780882334166598
131,-156.61651611328125,630.7423688095382,0.020780882334166598
132,-152.666015625,599.4564860094131,0.020780882334166598
133,-150.46578979492188,584.0258076092505,0.020780882334166598
134,-152.3048095703125,581.423753074041,0.020780882334166598
135,-155.46224975585938,587.1040849474033,0.020780882334166598
136,-155.33724975585938,568.5006206305862,0.020780882334166598
137,-150.6787109375,548.0645421234505,0.020780882334166598
138,-146.36587524414062,530.177805900027,0.020780882334166598
139,-147.97824096679688,546.2775994714564,0.020780882334166598
140,-154.51043701171875,596.8579476651458,0.020780882334166598
141,-159.9813232421875,628.2303778201765,0.020780882334166598
142,-160.16720581054688,641.3249627409962,0.020780882334166598
143,-157.23480224609375,629.510436786461,0.020780882334166598
144,-158.45684814453125,627.1285785746211,0.020780882334166598
145,-164.8385009765625,670.6992842616065,0.020780882334166598
146,-169.73789978027344,713.3660399938349,0.020780882334166598
147,-168.51695251464844,700.196882878655,0.020780882334166598
148,-163.5989227294922,674.2040371208984,0.020780882334166598
149,-162.19760131835938,677.6712610162841,0.020780882334166598
150,-170.3081512451172,726.8060601589823,0.020780882334166598
151,-182.81004333496094,810.1705181613798,0.020780882334166598
152,-191.94944763183594,866.4247075740032,0.020780882334166598
153,-192.6351776123047,884.9929477873642,0.020780882334166598
154,-186.94178771972656,852.8699166541104,0.020780882334166598
155,-182.07705688476562,809.9823759833437,0.020780882334166598
156,-182.13487243652344,805.3572766881533,0.020780882334166598
157,-185.74673461914062,832.6507866243685,0.020780882334166598
158,-186.20884704589844,824.4243254381113,0.020780882334166598
159,-182.0057373046875,791.4060695334102,0.020780882334166598
160,-177.53482055664062,749.1931844371554,0.020780882334166598
161,-179.8822021484375,763.7909653015873,0.020780882334166598
162,-186.09628295898438,814.2090498470739,0.020780882334166598
163,-188.4327850341797,826.5885452256791,0.020780882334166598
164,-183.8630828857422,797.5406274787327,0.020780882334166598
165,-176.00466918945312,754.0335110238108,0.020780882334166598
166,-170.72506713867188,706.9487909917918,0.020780882334166598
167,-172.33474731445312,708.8490728701656,0.020780882334166598
168,-178.37020874023438,732.7029966988049,0.020780882334166598
169,-183.55209350585938,752.8622455007953,0.020780882334166598
170,-184.83267211914062,752.3628297489454,0.020780882334166598
171,-182.88453674316406,732.0932634592757,0.020780882334166598
172,-179.20114135742188,703.9482800249815,0.020780882334166598
173,-176.93487548828125,695.3744944264561,0.020780882334166598
174,-177.28842163085938,691.5711588696408,0.020780882334166598
175,-179.84310913085938,697.1098243631883,0.020780882334166598
176,-181.73641967773438,716.9017387434354,0.020780882334166598
177,-180.2869110107422,707.9710161703085,0.020780882334166598
178,-176.12408447265625,675.4538227061736,0.020780882334166598
179,-174.26882934570312,671.5050589024869,0.020780882334166598
180,-177.7842254638672,685.598136650471,0.020780882334166598
181,-182.02972412109375,712.6608749528681,0.020780882334166598
182,-179.34600830078125,724.8830674807626,0.020780882334166598
183,-171.27627563476562,671.1728916214413,0.020780882334166598
184,-165.22691345214844,628.9959321036979,0.020780882334166598
185,-168.47576904296875,651.014525548453,0.020780882334166598
186,-177.73916625976562,706.5473406247417,0.020780882334166598
187,-184.39234924316406,737.4575361121263,0.020780882334166598
188,-182.75057983398438,742.2055976585771,0.020780882334166598
189,-177.4499969482422,703.0428403197199,0.020780882334166598
190,-178.35272216796875,690.6091683204778,0.020780882334166598
191,-186.67938232421875,732.6219432469337,0.020780882334166598
192,-195.42654418945312,790.6812715221777,0.020780882334166598
193,-196.6883544921875,791.4108139111712,0.020780882334166598
194,-190.91714477539062,750.0011441035679,0.020780882334166598
195,-183.81292724609375,725.4647659369322,0.020780882334166598
196,-181.4638671875,705.3304083102981,0.020780882334166598
197,-183.6876983642578,709.857089715512,0.020780882334166598
198,-182.79348754882812,697.607950702942,0.020780882334166598
199,-176.98760986328125,657.7578520476808,0.020780882334166598
200,-171.5286407470703,605.9868330179924,0.020780882334166598
201,-173.23611450195312,627.8715721183521,0.020780882334166598
202,-179.0506591796875,649.3113944889606,0.020780882334166598
203,-180.38839721679688,667.7359600946511,0.020780882334166598
204,-175.29031372070312,629.4947483903298,0.020780882334166598
205,-170.989013671875,613.524681494581,0.020780882334166598
206,-173.16465759277344,626.5835527034749,0.020780882334166598
207,-178.52520751953125,656.035479200946,0.020780882334166598
208,-180.2181396484375,666.0872387381021,0.020780882334166598
209,-176.98870849609375,630.0109698027517,0.020780882334166598
210,-172.71800231933594,593.4559965032066,0.020780882334166598
211,-171.96841430664062,585.6599468871844,0.020780882334166598
212,-174.5697479248047,608.0658183066072,0.020780882334166598
213,-175.30374145507812,606.0879374576496,0.020780882334166598
214,-172.44400024414062,581.0257252193835,0.020780882334166598
215,-169.10060119628906,551.0866958383889,0.020780882334166598
216,-169.99911499023438,547.3892769117995,0.020780882334166598
217,-173.62210083007812,556.5437261430525,0.020780882334166598
218,-173.75588989257812,554.0515775686562,0.020780882334166598
219,-169.34707641601562,519.8084332603139,0.020780882334166598
220,-163.97134399414062,475.6952615387886,0.020780882334166598
221,-162.1389617919922,451.7363562185386,0.020780882334166598
222,-164.80966186523438,467.25538240364483,0.020780882334166598
223,-168.79782104492188,487.33303961069925,0.020780882334166598
224,-172.2858428955078,500.170433415415,0.020780882334166598
225,-174.9002227783203,524.2298046693023,0.020780882334166598
226,-175.73646545410156,529.318560666711,0.020780882334166598
227,-171.4556884765625,503.57303693656206,0.020780882334166598
228,-163.1544189453125,447.9712951790099,0.020780882334166598
229,-158.7765655517578,399.4866378621784,0.020780882334166598
230,-163.3858642578125,426.0316595766245,0.020780882334166598
231,-173.89498901367188,495.4288942016615,0.020780882334166598
232,-180.74783325195312,538.136611025076,0.020780882334166598
233,-179.2925262451172,516.5733809457187,0.020780882334166598
234,-174.60910034179688,485.91244751348773,0.020780882334166598
235,-173.81504821777344,471.43352128481746,0.020780882334166598
236,-177.22122192382812,480.1585668379052,0.020780882334166598
237,-180.17401123046875,491.5174864392221,0.020780882334166598
238,-179.7867431640625,484.27114051868034,0.020780882334166598
239,-178.08053588867188,484.6805313779826,0.020780882334166598
240,-177.92173767089844,483.99588707380684,0.020780882334166598
241,-178.4520263671875,475.88528542535647,0.020780882334166598
242,-175.9986572265625,467.74902563869716,0.020780882334166598
243,-169.01998901367188,420.3656274868473,0.020780882334166598
244,-163.47459411621094,383.05354288893625,0.020780882334166598
245,-162.93023681640625,369.67260230728056,0.020780882334166598
246,-164.77850341796875,382.3076332976088,0.020780882334166598
247,-164.83493041992188,373.99481172604374,0.020780882334166598
248,-162.28335571289062,344.31242272428113,0.020780882334166598
249,-160.11630249023438,335.32096738829205,0.020780882334166598
250,-159.853515625,335.8996685183717,0.020780882334166598
251,-161.88485717773438,350.74066185740344,0.020780882334166598
252,-163.72189331054688,355.1922409658535,0.020780882334166598
253,-164.56680297851562,359.7581573114584,0.020780882334166598
254,-165.40769958496094,373.4402698773772,0.020780882334166598
255,-166.1370086669922,381.0065225089954,0.020780882334166598
256,-164.19500732421875,367.0670038747529,0.020780882334166598
257,-161.3509521484375,360.03983136981793,0.020780882334166598
258,-159.9264373779297,344.91044566071577,0.020780882334166598
259,-162.04498291015625,347.77805979997214,0.020780882334166598
260,-163.351318359375,363.3371836981313,0.020780882334166598
261,-160.395751953125,340.3556099278504,0.020780882334166598
262,-156.75503540039062,310.20668518269076,0.020780882334166598
263,-156.34625244140625,304.1261740449164,0.020780882334166598
264,-158.81753540039062,323.3656686329933,0.020780882334166598
265,-160.27206420898438,335.1527945320467,0.020780882334166598
266,-158.87469482421875,333.938085605809,0.020780882334166598
267,-156.70718383789062,324.8815990831718,0.020780882334166598
268,-158.07321166992188,338.3086634782496,0.020780882334166598
269,-163.350830078125,379.94776571359927,0.020780882334166598
270,-168.17591857910156,416.31196734506096,0.020780882334166598
271,-168.96202087402344,423.3100462180854,0.020780882334166598
272,-167.9290008544922,403.66359825363276,0.020780882334166598
273,-169.37355041503906,419.08344307342594,0.020780882334166598
274,-174.15475463867188,445.5101883047317,0.020780882334166598
275,-178.8803253173828,472.103078401838,0.020780882334166598
276,-181.89202880859375,481.69162400597054,0.020780882334166598
277,-182.04986572265625,469.6221317282311,0.020780882334166598
278,-179.86996459960938,463.30931406217945,0.020780882334166598
279,-175.59140014648438,426.90836079533597,0.020780882334166598
280,-170.84420776367188,387.7780841443711,0.020780882334166598
281,-169.3066864013672,378.62808856768595,0.020780882334166598
282,-173.38327026367188,402.29405641288304,0.020780882334166598
283,-178.95606994628906,421.5577204542942,0.020780882334166598
284,-181.62869262695312,437.98366786075434,0.020780882334166598
285,-180.53416442871094,423.03906778946987,0.020780882334166598
286,-178.85629272460938,406.6360693995606,0.020780882334166598
287,-180.12112426757812,412.7839060613387,0.020780882334166598
288,-184.0465087890625,437.7517765406095,0.020780882334166598
289,-186.09503173828125,448.0637779588736,0.020780882334166598
290,-184.36935424804688,427.0153548741969,0.020780882334166598
291,-181.6186981201172,405.7289284647105,0.020780882334166598
292,-181.77020263671875,410.67161819360507,0.020780882334166598
293,-184.61404418945312,431.15899360207095,0.020780882334166598
294,-183.60740661621094,423.76952022633964,0.020780882334166598
295,-175.82040405273438,372.10561036353386,0.020780882334166598
296,-166.48851013183594,312.2772355268115,0.020780882334166598
297,-162.55865478515625,284.29149342076727,0.020780882334166598
298,-163.74317932128906,296.0314737248126,0.020780882334166598
299,-166.0355682373047,308.56118716263126,0.020780882334166598
300,-164.763671875,295.42847591367337,0.020780882334166598
301,-162.39694213867188,280.6586905090217,0.020780882334166598
302,-163.697265625,291.9520960601731,0.020780882334166598
303,-170.91685485839844,332.17617634231624,0.020780882334166598
304,-177.96490478515625,370.9546018823639,0.020780882334166598
305,-180.06292724609375,392.3942246895674,0.020780882334166598
306,-178.0443115234375,380.5811445040873,0.020780882334166598
307,-177.9622802734375,390.76077845852575,0.020780882334166598
308,-181.6623992919922,414.979577429008,0.020780882334166598
309,-185.60882568359375,434.65784665023807,0.020780882334166598
310,-186.5986328125,448.33820092693486,0.020780882334166598
311,-185.69805908203125,439.33625029961013,0.020780882334166598
312,-186.13943481445312,440.2109603405436,0.020780882334166598
313,-187.6273193359375,443.3323803805553,0.020780882334166598
314,-186.9031219482422,434.2113562758517,0.020780882334166598
315,-183.76275634765625,416.22647980746063,0.020780882334166598
316,-180.638916015625,401.37278609834544,0.020780882334166598
317,-181.62046813964844,402.1934636692958,0.020780882334166598
318,-184.60626220703125,409.203362508412,0.020780882334166598
319,-187.14845275878906,422.9343023785262,0.020780882334166598
320,-186.6647186279297,418.5540893233371,0.020780882334166598
321,-184.82742309570312,408.8198910603782,0.020780882334166598
322,-185.11126708984375,405.2394502922926,0.020780882334166598
323,-186.79727172851562,412.0712640770965,0.020780882334166598
324,-185.97886657714844,407.5240550569356,0.020780882334166598
325,-184.55604553222656,393.02894249237653,0.020780882334166598
326,-186.9274444580078,402.13822316258546,0.020780882334166598
327,-193.46482849121094,443.7066470149794,0.020780882334166598
328,-198.68373107910156,467.3135088296899,0.020780882334166598
329,-196.26596069335938,464.8858620539947,0.020780882334166598
330,-187.39617919921875,409.3425719333372,0.020780882334166598
331,-181.58441162109375,362.7898278757962,0.020780882334166598
332,-185.40188598632812,383.779162500769,0.020780882334166598
333,-194.40162658691406,437.12139759497273,0.020780882334166598
334,-196.98092651367188,457.794909472381,0.020780882334166598
335,-188.894775390625,403.004090025924,0.020780882334166598
336,-179.32823181152344,336.2223307688217,0.020780882334166598
337,-178.5693817138672,334.947307969121,0.020780882334166598
338,-184.77613830566406,366.8608953715074,0.020780882334166598
339,-189.56549072265625,397.17695795571973,0.020780882334166598
340,-188.93447875976562,382.22453945523654,0.020780882334166598
341,-187.42718505859375,372.057987753863,0.020780882334166598
342,-190.4185791015625,393.67580111273213,0.020780882334166598
343,-196.54925537109375,431.9979431402414,0.020780882334166598
344,-199.38845825195312,445.61835012013717,0.020780882334166598
345,-195.56817626953125,411.33281912586364,0.020780882334166598
346,-189.22003173828125,368.8437127990974,0.020780882334166598
347,-186.3446044921875,349.7970555540945,0.020780882334166598
348,-186.72677612304688,337.2144189669474,0.020780882334166598
349,-186.88226318359375,343.4044388762343,0.020780882334166598
350,-187.23184204101562,343.7685023956475,0.020780882334166598
351,-189.44677734375,364.53890928112753,0.020780882334166598
352,-192.470458984375,370.9048687443739,0.020780882334166598
353,-192.18942260742188,359.9418277192196,0.020780882334166598
354,-187.31710815429688,330.3751646640332,0.020780882334166598
355,-181.76873779296875,296.44585165907,0.020780882334166598
356,-182.6033172607422,311.1693682943689,0.020780882334166598
357,-189.39337158203125,354.90961733443856,0.020780882334166598
358,-195.2008056640625,390.1922734684253,0.020780882334166598
359,-195.13449096679688,387.30907885227714,0.020780882334166598
360,-192.35733032226562,373.49928290744214,0.020780882334166598
361,-191.77224731445312,368.4592533668966,0.020780882334166598
362,-193.99951171875,384.01711570464835,0.020780882334166598
363,-193.3742218017578,379.4332850559451,0.020780882334166598
364,-187.83998107910156,354.0142978188118,0.020780882334166598
365,-182.973388671875,314.956935290627,0.020780882334166598
366,-185.14088439941406,328.4607143651696,0.020780882334166598
367,-193.32745361328125,380.1984004937268,0.020780882334166598
368,-196.6800537109375,390.10612097781006,0.020780882334166598
369,-189.04141235351562,327.09037659581116,0.020780882334166598
370,-176.66561889648438,264.4637855032324,0.020780882334166598
371,-171.51243591308594,227.31409339785858,0.020780882334166598
372,-179.5224609375,279.2574127103187,0.020780882334166598
373,-191.55209350585938,353.70037092359297,0.020780882334166598
374,-197.02777099609375,375.4109201373012,0.020780882334166598
375,-194.0189208984375,342.8274379101132,0.020780882334166598
376,-188.2835693359375,304.44750086743653,0.020780882334166598
377,-186.8271484375,290.151679875215,0.020780882334166598
378,-187.9924774169922,294.280909786197,0.020780882334166598
379,-188.23756408691406,300.7728347846334,0.020780882334166598
380,-186.76438903808594,288.0978588538199,0.020780882334166598
381,-186.65350341796875,293.72398543141566,0.020780882334166598
382,-190.08946228027344,322.05869902594594,0.020780882334166598
383,-194.94827270507812,353.197813791875,0.020780882334166598
384,-196.17922973632812,359.59676263594525,0.020780882334166598
385,-191.09439086914062,331.09310060040315,0.020780882334166598
386,-183.89718627929688,282.54362625219125,0.020780882334166598
387,-180.5762939453125,262.26219921186987,0.020780882334166598
388,-183.70654296875,274.59632702306,0.020780882334166598
389,-188.96603393554688,306.1028967479979,0.020780882334166598
390,-192.4864501953125,321.26291020846617,0.020780882334166598
391,-193.5919189453125,321.1504561814123,0.020780882334166598
392,-194.05812072753906,342.8690761727291,0.020780882334166598
393,-194.41046142578125,342.3524615065712,0.020780882334166598
394,-195.27911376953125,345.02567841443084,0.020780882334166598
395,-195.78012084960938,356.60573771214473,0.020780882334166598
396,-195.77769470214844,362.32559805847916,0.020780882334166598
397,-196.36614990234375,361.4924450622153,0.020780882334166598
398,-198.0109405517578,366.7758558828136,0.020780882334166598
399,-199.3271026611328,375.89388605206767,0.020780882334166598
400,-197.96754455566406,375.0190421292772,0.020780882334166598
401,-195.1133270263672,347.7296779774841,0.020780882334166598
402,-192.56234741210938,342.8617459109781,0.020780882334166598
403,-190.4084014892578,336.39760827602953,0.020780882334166598
404,-187.81056213378906,323.62734566318636,0.020780882334166598
405,-185.60739135742188,326.4110162655929,0.020780882334166598
406,-186.04051208496094,335.23422880126947,0.020780882334166598
407,-190.4168243408203,354.65761757937224,0.020780882334166598
408,-195.30294799804688,373.04213352222786,0.020780882334166598
409,-196.10208129882812,381.55623261263474,0.020780882334166598
410,-190.422607421875,345.33741137157745,0.020780882334166598
411,-183.98880004882812,318.360903060147,0.020780882334166598
412,-185.1371612548828,329.2543168008614,0.020780882334166598
413,-195.39544677734375,395.3070893464895,0.020780882334166598
414,-206.71176147460938,464.7432726449946,0.020780882334166598
415,-209.32345581054688,496.64930163186114,0.020780882334166598
416,-202.46620178222656,483.048092651509,0.020780882334166598
417,-193.31585693359375,419.76473974992354,0.020780882334166598
418,-189.20884704589844,390.7405783794386,0.020780882334166598
419,-188.50555419921875,383.71299996641324,0.020780882334166598
420,-187.01553344726562,378.66029674496775,0.020780882334166598
421,-183.8046417236328,351.3173597971507,0.020780882334166598
422,-184.2066192626953,356.3573455984354,0.020780882334166598
423,-190.38198852539062,398.7156408258545,0.020780882334166598
424,-196.1751708984375,435.7237953957474,0.020780882334166598
425,-194.0751953125,425.28190955225955,0.020780882334166598
426,-186.6230010986328,371.85959906061913,0.020780882334166598
427,-183.0219268798828,344.5192746496473,0.020780882334166598
428,-189.355224609375,385.23281857289254,0.020780882334166598
429,-201.35580444335938,461.14543585741035,0.020780882334166598
430,-210.2498779296875,500.4286899675997,0.020780882334166598
431,-210.92599487304688,497.9334582354744,0.020780882334166598
432,-205.55538940429688,463.34998605283624,0.020780882334166598
433,-199.5931854248047,430.32431026449353,0.020780882334166598
434,-196.69900512695312,416.64563929542885,0.020780882334166598
435,-194.97048950195312,398.87842430766443,0.020780882334166598
436,-192.37115478515625,385.58375672967037,0.020780882334166598
437,-189.58587646484375,374.4507572401747,0.020780882334166598
438,-189.1514129638672,377.51743548823725,0.020780882334166598
439,-191.4729766845703,382.17291869931313,0.020780882334166598
440,-192.2032012939453,389.9581530444238,0.020780882334166598
441,-187.9208526611328,358.01154409856787,0.020780882334166598
442,-180.62545776367188,322.7764995304519,0.020780882334166598
443,-176.2163543701172,292.0211294981706,0.020780882334166598
444,-177.17295837402344,309.33847373997196,0.020780882334166598
445,-181.8994140625,338.8874630337756,0.020780882334166598
446,-187.67330932617188,387.7986578720274,0.020780882334166598
447,-191.24746704101562,408.65654754165405,0.020780882334166598
448,-193.21340942382812,415.21874545089526,0.020780882334166598
449,-193.5169677734375,403.78990193254344,0.020780882334166598
450,-190.63360595703125,394.5633909370625,0.020780882334166598
451,-183.6643829345703,350.99394249952735,0.020780882334166598
452,-175.7416534423828,311.31659222438185,0.020780882334166598
453,-172.92953491210938,295.1063442802777,0.020780882334166598
454,-176.27947998046875,323.407471838154,0.020780882334166598
455,-180.72023010253906,352.39907419695396,0.020780882334166598
456,-180.4348907470703,352.4388749383479,0.020780882334166598
457,-175.34600830078125,321.33315415351456,0.020780882334166598
458,-171.1004180908203,282.21591989137136,0.020780882334166598
459,-171.58413696289062,285.6022278011341,0.020780882334166598
460,-177.201171875,322.6779423093749,0.020780882334166598
461,-183.73406982421875,377.9282173819715,0.020780882334166598
462,-188.28640747070312,399.3197739384303,0.020780882334166598
463,-190.6013946533203,419.16511681873453,0.020780882334166598
464,-190.66761779785156,424.34071031298924,0.020780882334166598
465,-188.13925170898438,423.08758717508164,0.020780882334166598
466,-185.2813720703125,403.0763302347109,0.020780882334166598
467,-186.250244140625,409.95764475332606,0.020780882334166598
468,-192.51345825195312,450.44318874594506,0.020780882334166598
469,-200.86410522460938,504.5197606915055,0.020780882334166598
470,-204.23609924316406,523.1099776795091,0.020780882334166598
471,-198.03797912597656,465.2468643095281,0.020780882334166598
472,-185.51206970214844,395.0247406475711,0.020780882334166598
473,-174.62672424316406,320.199369641063,0.020780882334166598
474,-169.77183532714844,302.03222893613,0.020780882334166598
475,-169.78512573242188,298.06239213299233,0.020780882334166598
476,-170.2779541015625,301.69649753501835,0.020780882334166598
477,-171.18202209472656,299.35352735262154,0.020780882334166598
478,-174.4448699951172,324.52085608750525,0.020780882334166598
479,-178.71807861328125,347.7984545986921,0.020780882334166598
480,-181.0913543701172,358.39519931930977,0.020780882334166598
481,-179.24855041503906,344.41948364719514,0.020780882334166598
482,-173.82879638671875,315.66560940219136,0.020780882334166598
483,-168.92449951171875,286.7039870371331,0.020780882334166598
484,-167.43972778320312,282.05622872201945,0.020780882334166598
485,-168.0527801513672,277.6379496012702,0.020780882334166598
486,-168.27708435058594,278.1675728830498,0.020780882334166598
487,-170.20950317382812,296.26665425674565,0.020780882334166598
488,-175.9835968017578,331.84496977500135,0.020780882334166598
489,-183.25787353515625,375.59873216384057,0.020780882334166598
490,-186.15045166015625,386.41402264409425,0.020780882334166598
491,-181.79249572753906,350.52283878854416,0.020780882334166598
492,-174.8935089111328,314.15440960978975,0.020780882334166598
493,-172.11338806152344,290.65528423043105,0.020780882334166598
494,-173.76353454589844,301.0291972282302,0.020780882334166598
495,-174.60858154296875,304.8503657612126,0.020780882334166598
496,-171.51821899414062,277.3026200394804,0.020780882334166598
497,-167.29673767089844,263.5628652309618,0.020780882334166598
498,-166.2444610595703,257.136378768286,0.020780882334166598
499,-169.4333038330078,276.6397110963527,0.020780882334166598
